agents_No,instance,k,shrink,ignore-target,lltp-only,corridor,target,parking,algo,ignore-train,Runtime,HL_expanded,HL_generated,LL_expanded,LL_generated,agents,solution_cost,cost-dummy,algorithm,standard_conflict,standard_conflict_m2,standard_train_conflict,rectangle_sym,corridor_sym,parking_std,target_std,parking_sym,target_sym,train_self_conflict,None,num_llpp,num_lltp,num_cardinal,num_semicardinal,num_noncardinal,num_unkown,valid_train,num_body_conflict,num_target_conflict,num_self_conflict,runtime_mdd
30,7,8,True,False,False,False,False,False,CBS-DK,False,90.0042,14157,27117,2988079,6501394,/home/ubuntu/mike/CBS-exp/agent/room-32-32-4-even/room-32-32-4-even-8.scen,-1,27,CBS,13044,0,0,0,0,0,0,0,0,1113,,21448,5783,0,0,0,14157,0,326,0,0,0
25,24,8,True,False,False,True,True,False,CBSH-RM-DK,False,90.0065,4474,8596,11887706,15240523,/home/ubuntu/mike/CBS-exp/agent/room-32-32-4-even/room-32-32-4-even-25.scen,-1,47,CBSH-RM,2188,0,0,432,1028,0,0,0,826,0,,9025,0,2489,1985,0,0,0,160,0,32,0
10,22,8,True,False,False,False,False,False,CBS-DK,False,90.0006,20905,40779,7664389,14108383,/home/ubuntu/mike/CBS-exp/agent/room-32-32-4-even/room-32-32-4-even-23.scen,-1,18,CBS,20378,0,0,0,0,0,0,0,0,527,,25349,15944,0,0,0,20905,0,62,0,0,0
25,23,2,True,False,True,False,False,False,CBS-DK,False,90.0012,27830,55660,7457468,15780684,/home/ubuntu/mike/CBS-exp/agent/room-32-32-4-even/room-32-32-4-even-24.scen,-1,18,CBS,27830,0,27303,0,0,0,1864,0,0,0,,0,55685,0,0,0,27830,0,16,0,0,0
25,8,8,True,False,False,True,True,False,CBSH-RM-DK,False,90.0104,8289,16439,6389120,10079497,/home/ubuntu/mike/CBS-exp/agent/room-32-32-4-even/room-32-32-4-even-9.scen,-1,50,CBSH-RM,4754,0,0,317,2231,0,0,0,987,0,,16604,0,7006,1283,0,0,0,210,0,14,0
10,20,8,True,False,False,True,True,False,CBSH-RM-DK,True,1.34575,97,195,100662,146873,/home/ubuntu/mike/CBS-exp/agent/room-32-32-4-even/room-32-32-4-even-21.scen,278,14,CBSH-RM,25,0,0,7,36,0,0,0,29,0,,204,0,43,45,9,0,1,0,0,0,0
5,11,8,True,False,False,True,True,False,CBSH-RM-DK,False,0.01306,2,4,375,1241,/home/ubuntu/mike/CBS-exp/agent/room-32-32-4-even/room-32-32-4-even-12.scen,176,2,CBSH-RM,2,0,0,0,0,0,0,0,0,0,,9,0,1,0,1,0,1,0,0,0,0
25,5,4,True,False,False,True,True,False,CBSH-RM-DK,False,90.0024,15058,29866,8681891,15078614,/home/ubuntu/mike/CBS-exp/agent/room-32-32-4-even/room-32-32-4-even-6.scen,-1,50,CBSH-RM,9308,0,0,575,3803,0,0,0,1372,0,,30402,0,14066,992,0,0,0,61,0,0,0
25,14,4,True,False,False,True,True,False,CBSH-RM-DK,True,4.34225,839,1679,412942,803972,/home/ubuntu/mike/CBS-exp/agent/room-32-32-4-even/room-32-32-4-even-15.scen,782,33,CBSH-RM,449,0,0,3,250,0,0,0,137,0,,1703,0,406,432,1,0,0,12,0,12,0
30,11,2,True,False,False,True,True,False,CBSH-RM-DK,False,90.0025,19288,38082,12560003,17952598,/home/ubuntu/mike/CBS-exp/agent/room-32-32-4-even/room-32-32-4-even-12.scen,-1,96,CBSH-RM,10211,0,0,501,6777,0,0,0,1799,0,,38606,0,19288,0,0,0,0,36,0,0,0
30,7,2,True,False,False,True,True,False,CBSH-RM-DK,False,11.6245,1749,3493,3367787,4002964,/home/ubuntu/mike/CBS-exp/agent/room-32-32-4-even/room-32-32-4-even-8.scen,769,53,CBSH-RM,1104,0,0,13,157,0,0,0,474,1,,3527,1,676,1065,7,1,1,0,0,0,0
