agents_No,instance,k,shrink,ignore-target,lltp-only,corridor,target,parking,algo,ignore-train,Runtime,HL_expanded,HL_generated,LL_expanded,LL_generated,agents,solution_cost,cost-dummy,algorithm,standard_conflict,standard_conflict_m2,standard_train_conflict,rectangle_sym,corridor_sym,parking_std,target_std,parking_sym,target_sym,train_self_conflict,None,num_llpp,num_lltp,num_cardinal,num_semicardinal,num_noncardinal,num_unkown,valid_train,num_body_conflict,num_target_conflict,num_self_conflict,runtime_mdd
50,19,4,True,False,True,False,False,False,CBS-DK,False,90.0046,5323,10156,4312739,12104137,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-20.scen,-1,3,CBS,5323,0,5323,0,0,0,0,0,0,0,,0,10696,0,0,0,5323,0,76,0,0,0
20,8,2,True,False,False,True,True,False,CBSH-RM-DK,False,0.021519,4,9,2582,6793,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-9.scen,639,3,CBSH-RM,1,0,0,1,0,0,0,0,2,0,,28,0,2,2,0,0,1,0,0,0,0
10,20,4,True,False,True,False,False,False,CBS-DK,False,90.0056,6618,13237,11652081,26102413,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-21.scen,-1,1,CBS,6618,0,6618,0,0,0,0,0,0,0,,0,13246,0,0,0,6618,0,2,0,0,0
30,3,4,True,False,False,False,False,False,CBS-DK,False,38.062,4451,8371,6101905,8050179,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-4.scen,710,5,CBS,4451,0,254,0,0,0,567,0,0,0,,8678,254,0,0,0,4451,1,0,0,0,0
30,20,8,True,False,False,False,False,False,CBS-DK,False,90.0013,7853,15234,703439,2313570,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-21.scen,-1,2,CBS,7848,0,0,0,0,0,0,0,0,5,,15721,10,0,0,0,7853,0,68,0,0,0
10,17,2,True,False,True,False,False,False,CBS-DK,False,0.002663,0,1,294,1168,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-18.scen,281,0,CBS,0,0,0,0,0,0,0,0,0,0,,0,10,0,0,0,0,1,0,0,0,0
10,11,8,True,False,True,False,False,False,CBS-DK,False,0.01593,1,3,1134,3777,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-12.scen,316,0,CBS,1,0,1,0,0,0,0,0,0,0,,0,12,0,0,0,1,1,0,0,0,0
50,16,4,True,False,False,True,True,False,CBSH-RM-DK,True,90.0072,10527,20621,5388497,11623563,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-17.scen,-1,24,CBSH-RM,2697,0,0,5435,0,0,0,0,2395,0,,21532,0,2067,8460,0,0,0,89,0,0,0
10,7,2,True,False,False,True,True,False,CBSH-RM-DK,False,0.002459,0,1,231,963,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-8.scen,221,0,CBSH-RM,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,1,0,0,0,0
50,5,8,True,False,True,False,False,False,CBS-DK,False,90.0075,4241,7725,3293456,9917690,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-6.scen,-1,11,CBS,4241,0,4241,0,0,0,0,0,0,0,,0,8532,0,0,0,4241,0,300,0,0,0
50,3,2,True,False,True,False,False,False,CBS-DK,False,90.0002,17793,33714,2502120,6470712,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-4.scen,-1,6,CBS,17793,0,17793,0,0,0,847,0,0,0,,0,35636,0,0,0,17793,0,11,0,0,0
40,4,4,True,False,False,True,True,False,CBSH-RM-DK,False,90.0019,19841,39584,3429198,9551762,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-5.scen,-1,10,CBSH-RM,15307,0,0,4463,4,0,0,0,67,0,,39722,0,46,5518,14277,0,0,14,0,0,0
40,14,2,True,False,False,True,True,False,CBSH-RM-DK,False,90.0005,34781,69563,4856846,16548091,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-15.scen,-1,4,CBSH-RM,27503,0,0,1401,0,0,0,0,5877,0,,69608,0,6402,13506,14873,0,0,4,0,0,0
40,9,8,True,False,False,True,True,False,CBSH-RM-DK,False,90.0052,8318,14916,3511567,7273174,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-10.scen,-1,22,CBSH-RM,3995,0,0,3749,244,0,0,0,330,0,,16676,0,663,7008,647,0,0,131,0,6,0
30,20,8,True,False,False,True,True,False,CBSH-RM-DK,True,90.003,12276,24493,1813644,5453533,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-21.scen,-1,9,CBSH-RM,8247,0,0,3983,29,0,0,0,17,0,,24582,0,16,7355,4905,0,0,49,0,0,0
20,19,2,True,False,False,True,True,False,CBSH-RM-DK,False,0.069622,3,7,15960,20589,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-20.scen,513,0,CBSH-RM,1,0,0,0,0,0,0,0,2,0,,26,0,0,3,0,0,1,0,0,0,0
20,2,8,True,False,True,False,False,False,CBS-DK,False,90.0334,1597,3193,7182125,20079035,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-3.scen,-1,2,CBS,1597,0,1597,0,0,0,0,0,0,0,,0,3214,0,0,0,1597,0,18,0,0,0
20,1,2,True,False,False,True,True,False,CBSH-RM-DK,False,0.027828,6,13,2120,7756,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-2.scen,584,2,CBSH-RM,3,0,0,2,0,0,0,0,1,0,,32,0,2,2,2,0,1,0,0,0,0
20,4,2,True,False,True,False,False,False,CBS-DK,False,0.009082,4,9,1019,3424,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-5.scen,486,0,CBS,4,0,4,0,0,0,0,0,0,0,,0,28,0,0,0,4,1,0,0,0,0
50,18,2,True,False,False,False,False,False,CBS-DK,False,90.0045,15699,30754,2841640,9203862,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-19.scen,-1,2,CBS,15699,0,0,0,0,0,11,0,0,0,,31448,0,0,0,0,15699,0,7,0,0,0
10,0,4,True,False,False,True,True,False,CBSH-RM-DK,True,0.011465,1,3,435,1730,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-1.scen,262,0,CBSH-RM,0,0,0,1,0,0,0,0,0,0,,12,0,0,0,1,0,1,0,0,0,0
40,9,8,True,False,False,False,False,False,CBS-DK,False,90.0043,9837,16993,1380363,4601658,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-10.scen,-1,6,CBS,9836,0,0,0,0,0,0,0,0,1,,19466,247,0,0,0,9837,0,154,0,0,0
30,23,2,True,False,False,True,True,False,CBSH-RM-DK,True,0.111101,24,47,10776,25932,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-24.scen,831,7,CBSH-RM,15,0,0,5,0,0,0,0,4,0,,78,0,4,17,3,0,1,0,0,0,0
30,10,4,True,False,False,True,True,False,CBSH-RM-DK,True,90.0037,17053,33949,2726548,7901954,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-11.scen,-1,2,CBSH-RM,13369,0,0,2643,0,0,0,0,1041,0,,34139,0,2,7455,9596,0,0,23,0,0,0
50,16,4,True,False,False,False,False,False,CBS-DK,False,90.0036,10174,20344,1383243,4791672,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-17.scen,-1,3,CBS,10174,0,0,0,0,0,0,0,0,0,,20398,0,0,0,0,10174,0,72,0,0,0
30,22,2,True,False,False,True,True,False,CBSH-RM-DK,False,90.0004,36151,72295,5662246,19001850,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-23.scen,-1,6,CBSH-RM,22768,0,0,9417,32,0,0,0,3934,0,,72332,0,6,17989,18156,0,0,5,0,0,0
40,0,4,True,False,True,False,False,False,CBS-DK,False,90.0046,19135,38238,5181135,15096646,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-1.scen,-1,2,CBS,19135,0,19135,0,0,0,873,0,0,0,,0,38310,0,0,0,19135,0,60,0,0,0
20,8,8,True,False,True,False,False,False,CBS-DK,False,90.0316,2291,4555,7104415,19454274,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-9.scen,-1,2,CBS,2291,0,2291,0,0,0,173,0,0,0,,0,4602,0,0,0,2291,0,39,0,0,0
10,16,4,True,False,False,True,True,False,CBSH-RM-DK,False,0.009782,1,3,771,2249,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-17.scen,248,0,CBSH-RM,0,0,0,1,0,0,0,0,0,0,,12,0,0,1,0,0,1,0,0,0,0
40,20,8,True,False,True,False,False,False,CBS-DK,False,90.0113,5622,10833,3016343,9702965,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-21.scen,-1,3,CBS,5622,0,5622,0,0,0,0,0,0,0,,0,11284,0,0,0,5622,0,263,0,0,0
50,18,4,True,False,False,True,True,False,CBSH-RM-DK,True,90.0038,15379,30396,2771873,8869309,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-19.scen,-1,11,CBSH-RM,14054,0,0,981,137,0,0,0,207,0,,30810,0,50,6174,9155,0,0,18,0,0,0
40,3,2,True,False,False,False,False,False,CBS-DK,False,90.0064,11111,22220,4389849,15288082,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-4.scen,-1,3,CBS,11111,0,0,0,0,0,5,0,0,0,,22262,0,0,0,0,11111,0,1,0,0,0
50,12,8,True,False,False,False,False,False,CBS-DK,False,90.008,6682,12836,1108040,3625664,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-13.scen,-1,14,CBS,6661,0,0,0,0,0,0,0,0,21,,13296,97,0,0,0,6682,0,185,0,0,0
40,11,4,True,False,True,False,False,False,CBS-DK,False,90.0066,14943,29877,2737432,7675079,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-12.scen,-1,2,CBS,14943,0,14943,0,0,0,139,0,0,0,,0,29926,0,0,0,14943,0,36,0,0,0
10,23,2,True,False,False,True,True,False,CBSH-RM-DK,True,0.018573,2,5,740,2795,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-24.scen,299,0,CBSH-RM,1,0,0,1,0,0,0,0,0,0,,14,0,0,1,1,0,1,0,0,0,0
10,10,4,True,False,False,True,True,False,CBSH-RM-DK,True,0.133915,9,19,6795,14144,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-11.scen,327,0,CBSH-RM,5,0,0,2,0,0,0,0,2,0,,28,0,0,4,5,0,1,0,0,0,0
50,2,4,True,False,False,True,True,False,CBSH-RM-DK,False,90.0026,9921,19735,5272992,11656159,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-3.scen,-1,18,CBSH-RM,4334,0,0,4771,9,0,0,0,807,0,,19961,0,1308,6360,2253,0,0,53,0,1,0
30,7,4,True,False,True,False,False,False,CBS-DK,False,90.06,8635,16856,9369895,18231732,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-8.scen,-1,3,CBS,8635,0,8635,0,0,0,100,0,0,0,,0,17300,0,0,0,8635,0,17,0,0,0
30,24,4,True,False,False,False,False,False,CBS-DK,False,90.0122,15484,30969,3180668,10432843,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-25.scen,-1,0,CBS,15484,0,0,0,0,0,0,0,0,0,,30998,0,0,0,0,15484,0,14,0,0,0
10,4,2,True,False,False,False,False,False,CBS-DK,False,0.002474,0,1,261,1076,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-5.scen,246,0,CBS,0,0,0,0,0,0,0,0,0,0,,10,0,0,0,0,0,1,0,0,0,0
30,7,8,True,False,False,False,False,False,CBS-DK,False,90.006,12618,22040,2223118,6907402,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-8.scen,-1,4,CBS,12545,0,0,0,0,0,0,0,0,73,,22854,2339,0,0,0,12618,0,95,0,0,0
50,9,2,True,False,True,False,False,False,CBS-DK,False,90.0014,23546,47092,3981369,12734358,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-10.scen,-1,0,CBS,23546,0,23546,0,0,0,298,0,0,0,,0,47142,0,0,0,23546,0,22,0,0,0
10,22,8,True,False,False,False,False,False,CBS-DK,False,90.0012,29191,52991,6494309,21218449,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-23.scen,-1,0,CBS,29191,0,4664,0,0,0,0,0,0,0,,53728,4664,0,0,0,29191,0,5,0,0,0
10,20,8,True,False,False,True,True,False,CBSH-RM-DK,True,0.223382,4,9,4488,8706,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-21.scen,324,5,CBSH-RM,2,0,0,2,0,0,0,0,0,0,,18,0,3,0,1,0,1,0,0,0,0
50,21,2,True,False,True,False,False,False,CBS-DK,False,90.0021,11422,22837,2907966,7843444,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-22.scen,-1,3,CBS,11422,0,11419,0,0,0,810,0,0,0,,0,22894,0,0,0,11422,0,15,0,0,0
30,11,2,True,False,False,True,True,False,CBSH-RM-DK,False,90.0023,28748,57497,5768601,19375234,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-12.scen,-1,3,CBSH-RM,25872,0,0,1864,0,0,0,0,1012,0,,57526,0,1,10694,18053,0,0,3,0,0,0
50,16,4,True,False,True,False,False,False,CBS-DK,False,90.0086,10925,21116,3933687,11289377,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-17.scen,-1,4,CBS,10925,0,10925,0,0,0,0,0,0,0,,0,21900,0,0,0,10925,0,67,0,0,0
30,7,2,True,False,False,True,True,False,CBSH-RM-DK,False,0.462142,139,263,23388,77356,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-8.scen,767,4,CBSH-RM,117,0,3,17,0,0,0,0,4,1,,303,4,1,103,34,1,1,0,0,0,0
20,15,2,True,False,False,False,False,False,CBS-DK,False,65.1601,22001,44002,5073674,16836012,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-16.scen,600,2,CBS,22001,0,0,0,0,0,0,0,0,0,,44022,0,0,0,0,22001,1,0,0,0,0
50,13,4,True,False,True,False,False,False,CBS-DK,False,90.0048,11993,18109,2546664,7357944,/home/ubuntu/mike/CBS-exp/agent/random-32-32-10-even/random-32-32-10-even-14.scen,-1,17,CBS,11993,0,11993,0,0,0,0,0,0,0,,0,24036,0,0,0,11993,0,44,0,0,0
