agents_No,instance,k,shrink,ignore-target,lltp-only,corridor,target,parking,algo,ignore-train,Runtime,HL_expanded,HL_generated,LL_expanded,LL_generated,agents,solution_cost,cost-dummy,algorithm,standard_conflict,standard_conflict_m2,standard_train_conflict,rectangle_sym,corridor_sym,parking_std,target_std,parking_sym,target_sym,train_self_conflict,None,num_llpp,num_lltp,num_cardinal,num_semicardinal,num_noncardinal,num_unkown,valid_train,num_body_conflict,num_target_conflict,num_self_conflict,runtime_mdd
30,23,8,True,True,False,False,False,False,CBS-DK,False,90.0216,2458,4917,1005336,1827689,,-1,15,CBS,2458,0,0,0,0,0,0,0,0,0,,4946,0,0,0,0,2458,0,1584,0,0,0
45,6,8,True,True,False,True,False,False,CBSH-RM-DK,True,90.0713,929,1859,1277487,1868455,,-1,52,CBSH-RM,0,0,0,153,776,0,0,0,0,0,,1903,0,929,0,0,0,0,3735,0,0,0
45,0,4,True,True,False,True,False,False,CBSH-RM-DK,False,90.08,967,1935,7516404,8283523,,-1,71,CBSH-RM,0,0,0,278,689,0,0,0,0,0,,1979,0,967,0,0,0,0,579,0,0,0
45,21,8,True,True,False,False,False,False,CBS-DK,False,90.034,1696,3393,505293,891969,,-1,15,CBS,1696,0,0,0,0,0,0,0,0,0,,3437,0,0,0,0,1696,0,1303,0,0,0
35,1,4,True,True,False,True,False,False,CBSH-RM-DK,True,90.0006,1765,3531,3417142,4273607,,-1,54,CBSH-RM,597,0,0,395,773,0,0,0,0,0,,3565,0,1765,0,0,0,0,726,0,0,0
10,7,4,True,True,False,True,False,False,CBSH-RM-DK,True,0.218207,12,25,17307,25836,,1250,8,CBSH-RM,12,0,0,0,0,0,0,0,0,0,,34,0,12,0,0,0,1,0,0,0,0
25,3,4,True,True,False,False,False,False,CBS-DK,False,90.0046,3397,6795,1989718,3316104,,-1,12,CBS,3397,0,0,0,0,0,0,0,0,0,,6819,0,0,0,0,3397,0,127,0,0,0
30,17,4,True,True,False,True,False,False,CBSH-RM-DK,True,90.0142,1657,3315,2732036,3467284,,-1,73,CBSH-RM,592,0,0,105,960,0,0,0,0,0,,3344,0,1657,0,0,0,0,329,0,0,0
45,10,4,True,True,False,False,False,False,CBS-DK,False,90.0257,2182,3953,757927,1528696,,-1,20,CBS,2182,0,0,0,0,0,0,0,0,0,,3997,0,0,0,0,2182,0,924,0,0,0
45,15,4,True,True,False,False,False,False,CBS-DK,False,90.0163,1912,3731,661324,1308098,,-1,15,CBS,1912,0,0,0,0,0,0,0,0,0,,3775,0,0,0,0,1912,0,1719,0,0,0
20,23,4,True,True,False,True,False,False,CBSH-RM-DK,False,90.0003,5878,11757,4121582,6163039,,-1,22,CBSH-RM,5687,0,0,165,26,0,0,0,0,0,,11776,0,5878,0,0,0,0,41,0,0,0
25,6,4,True,True,False,False,False,False,CBS-DK,False,90.0112,3580,7161,3179511,5201609,,-1,18,CBS,3580,0,0,0,0,0,0,0,0,0,,7185,0,0,0,0,3580,0,126,0,0,0
45,24,8,True,True,False,False,False,False,CBS-DK,False,90.0023,1064,2123,468591,886029,,-1,27,CBS,1064,0,0,0,0,0,0,0,0,0,,2167,0,0,0,0,1064,0,2082,0,0,0
30,3,8,True,True,False,True,False,False,CBSH-RM-DK,False,90.0796,496,993,4072085,4430458,,-1,83,CBSH-RM,49,0,0,7,440,0,0,0,0,0,,1022,0,496,0,0,0,0,753,0,0,0
25,8,4,True,True,False,True,False,False,CBSH-RM-DK,True,90.0251,1595,3191,2608137,3112880,,-1,58,CBSH-RM,1448,0,0,2,145,0,0,0,0,0,,3215,0,1595,0,0,0,0,60,0,0,0
30,15,8,True,True,False,True,False,False,CBSH-RM-DK,False,90.0087,1135,2271,2537223,3309201,,-1,74,CBSH-RM,0,0,0,342,793,0,0,0,0,0,,2300,0,1135,0,0,0,0,2033,0,0,0
25,20,8,True,True,False,True,False,False,CBSH-RM-DK,True,90.0078,912,1825,2509552,3146663,,-1,61,CBSH-RM,440,0,0,250,222,0,0,0,0,0,,1849,0,912,0,0,0,0,1078,0,0,0
10,14,4,True,True,False,True,False,False,CBSH-RM-DK,True,65.7136,1753,3507,2375455,3162378,,1297,25,CBSH-RM,1545,0,0,41,167,0,0,0,0,0,,3516,0,766,837,150,0,1,0,0,0,0
30,18,4,True,True,False,True,False,False,CBSH-RM-DK,False,90.0187,451,903,712009,976715,,-1,92,CBSH-RM,309,0,0,37,105,0,0,0,0,0,,932,0,451,0,0,0,0,335,0,0,0
30,17,4,True,True,False,False,False,False,CBS-DK,False,90.0178,3844,7688,1716637,3289798,,-1,22,CBS,3844,0,0,0,0,0,0,0,0,0,,7717,0,0,0,0,3844,0,222,0,0,0
10,4,4,True,True,False,False,False,False,CBS-DK,False,90.0019,3772,7545,15283552,18333862,,-1,18,CBS,3772,0,0,0,0,0,0,0,0,0,,7554,0,0,0,0,3772,0,16,0,0,0
45,16,4,True,True,False,True,False,False,CBSH-RM-DK,True,90.0032,836,1673,1970573,2727158,,-1,54,CBSH-RM,317,0,0,408,111,0,0,0,0,0,,1717,0,836,0,0,0,0,828,0,0,0
15,11,8,True,True,False,True,False,False,CBSH-RM-DK,False,90.0816,1389,2779,3167044,3842764,,-1,77,CBSH-RM,934,0,0,67,388,0,0,0,0,0,,2793,0,1174,215,0,0,0,94,0,0,0
35,9,8,True,True,False,False,False,False,CBS-DK,False,90.0156,1774,3549,1047591,1806322,,-1,22,CBS,1774,0,0,0,0,0,0,0,0,0,,3583,0,0,0,0,1774,0,1656,0,0,0
45,4,8,True,True,False,True,False,False,CBSH-RM-DK,False,90.0468,967,1935,3166566,3659250,,-1,70,CBSH-RM,0,0,0,484,483,0,0,0,0,0,,1979,0,967,0,0,0,0,2243,0,0,0
10,24,8,True,True,False,True,False,False,CBSH-RM-DK,True,90.1197,510,1020,3587036,3928614,,-1,70,CBSH-RM,202,0,0,0,308,0,0,0,0,0,,1030,0,315,187,8,0,0,66,0,0,0
40,23,8,True,True,False,True,False,False,CBSH-RM-DK,False,90.1288,968,1937,1410275,2032242,,-1,39,CBSH-RM,1,0,0,687,280,0,0,0,0,0,,1976,0,968,0,0,0,0,1733,0,0,0
20,21,8,True,True,False,False,False,False,CBS-DK,False,90.0022,2912,5825,1097331,1714445,,-1,21,CBS,2912,0,0,0,0,0,0,0,0,0,,5844,0,0,0,0,2912,0,172,0,0,0
25,10,4,True,True,False,True,False,False,CBSH-RM-DK,True,90.0188,3949,7899,2901201,4779099,,-1,36,CBSH-RM,2646,0,0,884,419,0,0,0,0,0,,7923,0,3949,0,0,0,0,148,0,0,0
45,9,4,True,True,False,True,False,False,CBSH-RM-DK,False,90.0333,852,1705,1985033,2502400,,-1,94,CBSH-RM,1,0,0,286,565,0,0,0,0,0,,1749,0,852,0,0,0,0,623,0,0,0
20,10,4,True,True,False,False,False,False,CBS-DK,False,90.0129,4349,8687,1824688,3122914,,-1,16,CBS,4349,0,0,0,0,0,0,0,0,0,,8706,0,0,0,0,4349,0,100,0,0,0
25,0,4,True,True,False,True,False,False,CBSH-RM-DK,True,90.0511,400,801,589869,755690,,-1,43,CBSH-RM,372,0,0,1,27,0,0,0,0,0,,825,0,400,0,0,0,0,152,0,0,0
25,14,8,True,True,False,False,False,False,CBS-DK,False,90.0093,2467,4882,1440316,2742941,,-1,29,CBS,2467,0,0,0,0,0,0,0,0,0,,4906,0,0,0,0,2467,0,196,0,0,0
30,7,8,True,True,False,False,False,False,CBS-DK,False,90.0197,1698,3397,968371,1815014,,-1,12,CBS,1698,0,0,0,0,0,0,0,0,0,,3426,0,0,0,0,1698,0,558,0,0,0
35,20,8,True,True,False,True,False,False,CBSH-RM-DK,False,90.1993,852,1705,3320456,3878979,,-1,72,CBSH-RM,0,0,0,320,532,0,0,0,0,0,,1739,0,852,0,0,0,0,1989,0,0,0
35,2,8,True,True,False,True,False,False,CBSH-RM-DK,False,90.028,781,1563,3002580,3440926,,-1,87,CBSH-RM,0,0,0,101,680,0,0,0,0,0,,1597,0,781,0,0,0,0,1538,0,0,0
30,22,8,True,True,False,True,False,False,CBSH-RM-DK,True,90.0492,696,1393,1068533,1359722,,-1,84,CBSH-RM,0,0,0,312,384,0,0,0,0,0,,1422,0,696,0,0,0,0,2097,0,0,0
25,16,4,True,True,False,True,False,False,CBSH-RM-DK,False,90.0034,2584,5169,4135831,5437525,,-1,36,CBSH-RM,2202,0,0,344,38,0,0,0,0,0,,5193,0,2582,2,0,0,0,270,0,0,0
40,8,4,True,True,False,True,False,False,CBSH-RM-DK,False,90.0674,1158,2317,5945890,6887809,,-1,86,CBSH-RM,21,0,0,142,995,0,0,0,0,0,,2356,0,1158,0,0,0,0,752,0,0,0
45,16,8,True,True,False,True,False,False,CBSH-RM-DK,False,90.019,935,1871,1969146,2773649,,-1,59,CBSH-RM,0,0,0,578,357,0,0,0,0,0,,1915,0,935,0,0,0,0,2001,0,0,0
35,4,4,True,True,False,True,False,False,CBSH-RM-DK,True,90.002,1002,2005,5275403,5983678,,-1,71,CBSH-RM,67,0,0,110,825,0,0,0,0,0,,2039,0,1002,0,0,0,0,358,0,0,0
10,2,4,True,True,False,True,False,False,CBSH-RM-DK,True,90.0005,753,1507,1248701,1572396,,-1,19,CBSH-RM,685,0,0,2,66,0,0,0,0,0,,1516,0,109,414,230,0,0,16,0,0,0
40,0,8,True,True,False,False,False,False,CBS-DK,False,90.0043,1298,2597,722975,1358664,,-1,17,CBS,1298,0,0,0,0,0,0,0,0,0,,2636,0,0,0,0,1298,0,1906,0,0,0
35,13,8,True,True,False,False,False,False,CBS-DK,False,90.077,1243,2487,545192,1013302,,-1,17,CBS,1243,0,0,0,0,0,0,0,0,0,,2521,0,0,0,0,1243,0,1321,0,0,0
30,12,4,True,True,False,True,False,False,CBSH-RM-DK,True,90.0019,2173,4347,3460603,4466201,,-1,63,CBSH-RM,880,0,0,351,942,0,0,0,0,0,,4376,0,2173,0,0,0,0,513,0,0,0
40,5,8,True,True,False,True,False,False,CBSH-RM-DK,False,90.0151,595,1191,5289780,5804471,,-1,147,CBSH-RM,0,0,0,65,530,0,0,0,0,0,,1230,0,595,0,0,0,0,3030,0,0,0
45,3,8,True,True,False,True,False,False,CBSH-RM-DK,True,90.0152,390,781,2177347,2432420,,-1,75,CBSH-RM,0,0,0,92,298,0,0,0,0,0,,825,0,390,0,0,0,0,1439,0,0,0
