3052,13325,26651,1019213,3067782,.\agent\10obs-20x20map-40agents-0.agents,567,13,CBSH-CR
203364,13325,26651,1019213,3067782,.\agent\10obs-20x20map-40agents-0.agents,567,13,CBSH-CR
